Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Crohn Disease,C0010346,GOT2,2806,P00505,glutamic-oxaloacetic transaminase 2,,148,0.529,0.731,0.014233,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,SLCO3A1,28232,Q9UIG8,solute carrier organic anion transporter family member 3A1,Transporter,19,0.736,0.385,0.38961,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,GPR3,2827,P46089,G protein-coupled receptor 3,G-protein coupled receptor,18,0.743,0.5,0.00026263,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,CCDC88B,283234,A6NC98,coiled-coil domain containing 88B,Enzyme modulator,16,0.743,0.192,1.40E-09,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,GSDMA,284110,Q96QA5,gasdermin A,,14,0.792,0.308,1.62E-16,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,TRBV10-1,28585,A0A0K0K1A3,T cell receptor beta variable 10-1(gene/pseudogene),,2,0.931,0.077,,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,TRBJ2-7,28622,A0A0A0MT78,T cell receptor beta joining 2-7,,3,0.931,0.077,,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,GPT,2875,P24298,glutamic--pyruvic transaminase,Enzyme,511,0.403,0.923,3.59E-19,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,GPX1,2876,P07203,glutathione peroxidase 1,Enzyme,290,0.458,0.923,0.000038518,0.01,,1,1,1,2017,2017
Crohn Disease,C0010346,GRB2,2885,P62993,growth factor receptor bound protein 2,,122,0.546,0.769,0.93934,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,CLEC2D,29121,Q9UHP7,C-type lectin domain family 2 member D,,21,0.736,0.308,0.23009,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,GSN,2934,P06396,gelsolin,Cellular structure,262,0.475,0.885,3.89E-11,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,USP25,29761,Q9UHP3,ubiquitin specific peptidase 25,Enzyme,21,0.743,0.308,0.7522,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,CARD10,29775,Q9BWT7,caspase recruitment domain family member 10,,41,0.656,0.423,0.0022648,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,MDFIC,29969,Q9P1T7,MyoD family inhibitor domain containing,,17,0.76,0.308,0.037611,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,TBX21,30009,Q9UL17,T-box transcription factor 21,Transcription factor,124,0.541,0.808,0.99636,0.01,,1,1,1,2018,2018
Crohn Disease,C0010346,HBB,3043,P68871,hemoglobin subunit beta,,272,0.494,0.808,1.23E-09,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,HDAC2,3066,Q92769,histone deacetylase 2,Epigenetic regulator,257,0.476,0.846,0.99997,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,HFE,3077,Q30201,homeostatic iron regulator,,415,0.436,0.846,2.56E-08,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,HGF,3082,P14210,hepatocyte growth factor,Enzyme,671,0.374,0.885,0.99947,0.01,,1,1,0,2005,2005
Crohn Disease,C0010346,ACACA,31,Q13085,acetyl-CoA carboxylase alpha,,241,0.48,0.846,1,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,HLA-DQB2,3120,P05538,"major histocompatibility complex, class II, DQ beta 2",Immune response,91,0.573,0.731,0.042679,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,HLA-DRA,3122,P01903,"major histocompatibility complex, class II, DR alpha",Immune response,92,0.581,0.769,0.51949,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,HLA-DRB4,3126,P13762,"major histocompatibility complex, class II, DR beta 4",Immune response,87,0.565,0.846,,0.01,,0,1,0,1999,1999
Crohn Disease,C0010346,HLA-DRB5,3127,Q30154,"major histocompatibility complex, class II, DR beta 5",Immune response,62,0.608,0.731,3.64E-07,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,HMGB1,3146,P09429,high mobility group box 1,Nucleic acid binding,724,0.368,0.923,0.82035,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,AOX1,316,Q06278,aldehyde oxidase 1,Enzyme,26,0.716,0.308,1.17E-31,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,HMMR,3161,O75330,hyaluronan mediated motility receptor,,117,0.544,0.615,5.52E-21,0.01,,1,1,0,1999,1999
Crohn Disease,C0010346,FOXA1,3169,P55317,forkhead box A1,Transcription factor,138,0.522,0.731,0.22227,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,IBD9,317669,,inflammatory bowel disease 9,,1,1,0.038,,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,CELIAC2,317782,,celiac disease 2,,40,0.653,0.577,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,HNRNPA1,3178,P09651,heterogeneous nuclear ribonucleoprotein A1,,188,0.529,0.885,0.99911,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,HNRNPD,3184,Q14103,heterogeneous nuclear ribonucleoprotein D,,60,0.621,0.654,0.99621,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,HP,3240,P00738,haptoglobin,Enzyme,464,0.412,0.885,0.00001736,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,HPGD,3248,P15428,15-hydroxyprostaglandin dehydrogenase,,194,0.516,0.731,0.000014357,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,HPN,3249,P05981,hepsin,Enzyme,57,0.641,0.577,0.99911,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,HRAS,3265,P01112,"HRas proto-oncogene, GTPase",Enzyme modulator,698,0.378,0.885,0.079774,0.01,,0,1,0,1991,1991
Crohn Disease,C0010346,HSD11B2,3291,P80365,hydroxysteroid 11-beta dehydrogenase 2,Enzyme,163,0.532,0.808,0.11777,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,HSF2,3298,Q03933,heat shock transcription factor 2,Transcription factor,30,0.711,0.423,0.97536,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,HSPA6,3310,P17066,heat shock protein family A (Hsp70) member 6,,23,0.743,0.423,6.83E-06,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,HSP90AA1,3320,P07900,heat shock protein 90 alpha family class A member 1,Chaperone,455,0.411,0.923,0.86025,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,APOA1,335,P02647,apolipoprotein A1,,416,0.429,0.885,0.00054909,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,HTR7,3363,P34969,5-hydroxytryptamine receptor 7,G-protein coupled receptor,103,0.592,0.5,0.045409,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,APOA4,337,P06727,apolipoprotein A4,,88,0.582,0.577,5.45E-06,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,IAPP,3375,P10997,islet amyloid polypeptide,Signaling,183,0.507,0.808,0.0031814,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,CLEC4D,338339,Q8WXI8,C-type lectin domain family 4 member D,,73,0.587,0.538,2.45E-06,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,TAS2R64P,338412,,taste 2 receptor member 64 pseudogene,,33,0.678,0.385,,0.01,,1,1,0,1991,1991
Crohn Disease,C0010346,FFAR4,338557,Q5NUL3,free fatty acid receptor 4,,67,0.621,0.577,0.000013634,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,RSPO2,340419,Q6UXX9,R-spondin 2,,113,0.558,0.577,0.024608,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,IFNA1,3439,P01562,interferon alpha 1,,662,0.371,0.923,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IFNA4,3441,P05014,interferon alpha 4,,7,0.861,0.154,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IFNA10,3446,P01566,interferon alpha 10,,8,0.89,0.115,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IFNA13,3447,P01562,interferon alpha 13,,646,0.374,0.923,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IFNB1,3456,P01574,interferon beta 1,,426,0.421,0.846,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,IFNGR1,3459,P15260,interferon gamma receptor 1,Receptor,153,0.529,0.692,0.015503,0.01,,1,1,1,2018,2018
Crohn Disease,C0010346,APOE,348,P02649,apolipoprotein E,,1049,0.338,0.962,0.0018685,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IGFBP3,3486,P17936,insulin like growth factor binding protein 3,Enzyme modulator,350,0.439,0.808,0.91029,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,IGFBP5,3488,P24593,insulin like growth factor binding protein 5,Enzyme modulator,126,0.544,0.692,0.96283,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,FAS,355,P25445,Fas cell surface death receptor,,754,0.372,0.923,0.8117,0.01,,1,1,1,2006,2006
Crohn Disease,C0010346,IKBKB,3551,O14920,inhibitor of nuclear factor kappa B kinase subunit beta,Kinase,191,0.506,0.846,0.99192,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,FASLG,356,P48023,Fas ligand,Signaling,398,0.43,0.885,0.18345,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,IL3,3562,P08700,interleukin 3,,211,0.489,0.731,2.59E-09,0.01,,1,1,0,1992,1992
Crohn Disease,C0010346,IL3RA,3563,P26951,interleukin 3 receptor subunit alpha,Signaling,95,0.56,0.769,2.99E-27,0.01,,1,1,0,2008,2008
Crohn Disease,C0010346,IL7R,3575,P16871,interleukin 7 receptor,Receptor,231,0.487,0.769,3.76E-07,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,CXCR2,3579,P25025,C-X-C motif chemokine receptor 2,G-protein coupled receptor,335,0.445,0.923,0.013736,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IL10RB,3588,Q08334,interleukin 10 receptor subunit beta,Receptor,50,0.636,0.577,2.51E-06,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,IL12RB2,3595,Q99665,interleukin 12 receptor subunit beta 2,Signaling,59,0.608,0.692,1.62E-09,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,IL15,3600,P40933,interleukin 15,,426,0.422,0.846,0.70859,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,IL15RA,3601,Q13261,interleukin 15 receptor subunit alpha,,72,0.603,0.769,0.000002332,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,TNFRSF9,3604,Q07011,TNF receptor superfamily member 9,,177,0.502,0.769,0.32153,0.01,,1,1,1,2004,2004
Crohn Disease,C0010346,ING1,3621,Q9UK53,inhibitor of growth family member 1,Nucleic acid binding,99,0.573,0.692,0.0096662,0.01,,0,1,0,2004,2004
Crohn Disease,C0010346,CXCL10,3627,P02778,C-X-C motif chemokine ligand 10,Signaling,631,0.378,0.885,0.36865,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,PDX1,3651,P52945,pancreatic and duodenal homeobox 1,,185,0.53,0.654,0.017775,0.01,,1,1,0,2008,2008
Crohn Disease,C0010346,IRAK1,3654,P51617,interleukin 1 receptor associated kinase 1,Kinase,200,0.506,0.808,0.98774,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,IRF4,3662,Q15306,interferon regulatory factor 4,Transcription factor,203,0.491,0.769,0.85677,0.01,,1,1,0,2008,2008
Crohn Disease,C0010346,ITGAE,3682,P38570,integrin subunit alpha E,,95,0.579,0.692,3.92E-20,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,ITGAM,3684,P11215,integrin subunit alpha M,,343,0.443,0.808,3.31E-11,0.01,,0,1,0,2003,2003
Crohn Disease,C0010346,ITGAV,3685,P06756,integrin subunit alpha V,,141,0.526,0.769,0.00022844,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,ITGB1,3688,P05556,integrin subunit beta 1,Receptor,210,0.496,0.808,0.98208,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,ITGB2,3689,P05107,integrin subunit beta 2,Receptor,340,0.444,0.923,5.08E-15,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,ITGB3,3690,P05106,integrin subunit beta 3,Receptor,260,0.485,0.846,0.0017189,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,JAK3,3718,P52333,Janus kinase 3,Kinase,194,0.505,0.731,5.93E-06,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,JUN,3725,P05412,"Jun proto-oncogene, AP-1 transcription factor subunit",Transcription factor,344,0.442,0.885,0.05962,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,JUNB,3726,P17275,"JunB proto-oncogene, AP-1 transcription factor subunit",Transcription factor,264,0.467,0.769,0.86299,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,JUND,3727,P17535,"JunD proto-oncogene, AP-1 transcription factor subunit",Transcription factor,242,0.475,0.808,0.70054,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,NDUFS7,374291,O75251,NADH:ubiquinone oxidoreductase core subunit S7,,120,0.579,0.769,0.9142,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,TEPP,374739,Q6URK8,"testis, prostate and placenta expressed",,4,0.931,0.115,0.0002319,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,KCNN1,3780,Q92952,potassium calcium-activated channel subfamily N member 1,Ion channel,6,0.89,0.077,0.85412,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,KCNN4,3783,O15554,potassium calcium-activated channel subfamily N member 4,Ion channel,61,0.653,0.577,5.03E-07,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,KCNQ2,3785,O43526,potassium voltage-gated channel subfamily Q member 2,Ion channel,175,0.537,0.654,0.99998,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,KDR,3791,P35968,kinase insert domain receptor,Kinase,623,0.378,0.885,0.99982,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,ACAT1,38,P24752,acetyl-CoA acetyltransferase 1,Enzyme,176,0.538,0.692,9.85E-08,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,KIR3DL2,3812,P43630,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2",Receptor,118,0.543,0.769,6.08E-12,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,KLK1,3816,P06870,kallikrein 1,Enzyme,132,0.533,0.769,0.00015311,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,ARF6,382,P62330,ADP ribosylation factor 6,,56,0.631,0.577,0.71536,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,KNG1,3827,P01042,kininogen 1,Enzyme modulator,279,0.481,0.885,3.21E-10,0.01,,1,1,0,2005,2005
Crohn Disease,C0010346,ARG1,383,P05089,arginase 1,Enzyme,273,0.476,0.846,0.00035944,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,KRT1,3848,P04264,keratin 1,,100,0.575,0.654,0.73629,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,KRT8,3856,P05787,keratin 8,,166,0.517,0.654,2.36E-08,0.01,,1,1,1,2004,2004
Crohn Disease,C0010346,NPSR1,387129,Q6W5P4,neuropeptide S receptor 1,,69,0.608,0.615,2.05E-09,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,THEMIS,387357,Q8N1K5,thymocyte selection associated,,32,0.682,0.654,1.96E-06,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,LAMB1,3912,P07942,laminin subunit beta 1,Enzyme modulator,75,0.615,0.654,5.07E-22,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,LAMP1,3916,P11279,lysosomal associated membrane protein 1,Transporter,120,0.542,0.769,0.8747,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,LAMP2,3920,P13473,lysosomal associated membrane protein 2,Transporter,134,0.552,0.731,0.26698,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,LCT,3938,P09848,lactase,Enzyme,90,0.581,0.808,0.059849,0.01,,1,1,0,1999,1999
Crohn Disease,C0010346,LGALS3BP,3959,Q08380,galectin 3 binding protein,,127,0.546,0.769,2.68E-07,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,ARHGDIA,396,P52565,Rho GDP dissociation inhibitor alpha,Enzyme modulator,51,0.663,0.577,0.03642,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,LGALS4,3960,P56470,galectin 4,Signaling,73,0.599,0.731,2.75E-07,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,LGALS9,3965,O00182,galectin 9,Signaling,197,0.496,0.769,0.000006548,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,FADS1,3992,O60427,fatty acid desaturase 1,,125,0.582,0.769,0.37384,0.01,,1,1,1,2014,2014
Crohn Disease,C0010346,LORICRIN,4014,P23490,loricrin cornified envelope precursor protein,,43,0.674,0.423,0.33454,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,LOX,4015,P28300,lysyl oxidase,,328,0.447,0.846,0.98769,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,LOXL2,4017,Q9Y4K0,lysyl oxidase like 2,,149,0.527,0.731,3.38E-07,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,LRP6,4040,O75581,LDL receptor related protein 6,,134,0.536,0.808,0.69664,0.01,,1,1,1,2014,2014
Crohn Disease,C0010346,LTA4H,4048,P09960,leukotriene A4 hydrolase,,63,0.617,0.654,2.96E-08,0.01,,0,1,1,2019,2019
Crohn Disease,C0010346,LTB,4050,Q06643,lymphotoxin beta,Signaling,110,0.555,0.769,9.61E-11,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,LTF,4057,P02788,lactotransferrin,Enzyme,133,0.543,0.846,1.27E-21,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MIRLET7B,406884,,microRNA let-7b,,186,0.493,0.769,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,MIRLET7D,406886,,microRNA let-7d,,82,0.579,0.692,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,MIRLET7E,406887,,microRNA let-7e,,72,0.592,0.769,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,MIR106B,406900,,microRNA 106b,,143,0.523,0.808,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,MIR126,406913,,microRNA 126,,305,0.447,0.846,,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MIR141,406933,,microRNA 141,,179,0.497,0.808,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,MIR142,406934,,microRNA 142,,220,0.48,0.846,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,MIR143,406935,,microRNA 143,,267,0.462,0.885,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,MIR148A,406940,,microRNA 148a,,172,0.506,0.846,,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,MIR15A,406948,,microRNA 15a,,221,0.482,0.808,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,MIR16-1,406950,,microRNA 16-1,,57,0.623,0.5,,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MIR17,406952,,microRNA 17,,270,0.459,0.846,,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,MIR192,406967,,microRNA 192,,173,0.503,0.846,,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MIR196A2,406973,,microRNA 196a-2,,70,0.599,0.577,,0.01,,1,1,1,2017,2017
Crohn Disease,C0010346,MIR200A,406983,,microRNA 200a,,156,0.519,0.808,,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,MIR200B,406984,,microRNA 200b,,180,0.5,0.769,,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,MIR203A,406986,,microRNA 203a,,237,0.471,0.808,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,MIR215,406997,,microRNA 215,,96,0.559,0.654,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,ARR3,407,P36575,arrestin 3,Enzyme modulator,279,0.46,0.846,0.10401,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MIR223,407008,,microRNA 223,,348,0.433,0.808,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,MIR27A,407018,,microRNA 27a,,248,0.466,0.846,,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MIR29B1,407024,,microRNA 29b-1,,212,0.485,0.846,,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MIR29B2,407025,,microRNA 29b-2,,214,0.484,0.885,,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MIR320A,407037,,microRNA 320a,,145,0.526,0.808,,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,MIR93,407050,,microRNA 93,,171,0.507,0.808,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,SMAD2,4087,Q15796,SMAD family member 2,Transcription factor,289,0.456,0.808,0.99661,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,ARRB2,409,P32121,arrestin beta 2,Enzyme modulator,119,0.561,0.769,0.50658,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,SMAD5,4090,Q99717,SMAD family member 5,Transcription factor,55,0.633,0.615,0.99838,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,MAS1,4142,P04201,"MAS1 proto-oncogene, G protein-coupled receptor",G-protein coupled receptor,142,0.533,0.769,0.000082518,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,MAT1A,4143,Q00266,methionine adenosyltransferase 1A,Enzyme,103,0.582,0.577,0.00080978,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MCAM,4162,P43121,melanoma cell adhesion molecule,Cell adhesion,169,0.514,0.731,0.00015954,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,MCL1,4170,Q07820,"MCL1 apoptosis regulator, BCL2 family member",Signaling,375,0.43,0.808,0.96349,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MDM2,4193,Q00987,MDM2 proto-oncogene,Nucleic acid binding,702,0.362,0.846,0.99981,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,MAP3K1,4214,Q13233,mitogen-activated protein kinase kinase kinase 1,Kinase,136,0.538,0.731,0.99998,0.01,,1,1,1,2008,2008
Crohn Disease,C0010346,MGMT,4255,P16455,O-6-methylguanine-DNA methyltransferase,,444,0.412,0.885,1.18E-07,0.01,,1,1,0,2008,2008
Crohn Disease,C0010346,MGP,4256,P08493,matrix Gla protein,,160,0.539,0.846,0.000036072,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,CD99,4267,P14209,CD99 molecule (Xg blood group),,197,0.491,0.731,0.0026127,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MIF,4282,P14174,macrophage migration inhibitory factor,,455,0.412,0.885,0.012262,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,CXCL9,4283,Q07325,C-X-C motif chemokine ligand 9,Signaling,269,0.462,0.808,0.0029304,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,MIP,4284,P30301,major intrinsic protein of lens fiber,Ion channel,181,0.507,0.846,0.030956,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,FRG2,448831,Q64ET8,FSHD region gene 2,,2,0.931,0.154,0.36635,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,MT2A,4502,P02795,metallothionein 2A,,117,0.553,0.808,0.000012279,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,MTR,4548,Q99707,5-methyltetrahydrofolate-homocysteine methyltransferase,,245,0.482,0.808,2.43E-12,0.01,,1,1,0,2008,2008
Crohn Disease,C0010346,RNR1,4549,A0A0C5B5G6,s-rRNA,,75,0.626,0.769,,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,MTRR,4552,Q9UBK8,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,207,0.502,0.808,2.18E-14,0.01,,1,1,1,2008,2008
Crohn Disease,C0010346,MTX1,4580,Q13505,metaxin 1,,124,0.546,0.731,0.013271,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,MUC1,4582,P15941,"mucin 1, cell surface associated",,594,0.384,0.885,0.018774,0.01,,1,1,0,1999,1999
Crohn Disease,C0010346,MUC4,4585,Q99102,"mucin 4, cell surface associated",,183,0.506,0.769,2.79E-54,0.01,,1,1,3,2006,2006
Crohn Disease,C0010346,MYC,4609,P01106,"MYC proto-oncogene, bHLH transcription factor",Transcription factor,821,0.344,0.923,0.99801,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MYLK,4638,Q15746,myosin light chain kinase,Kinase,199,0.51,0.846,9.17E-12,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,ATF4,468,P18848,activating transcription factor 4,,178,0.507,0.769,0.015659,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,NEDD9,4739,Q14511,"neural precursor cell expressed, developmentally down-regulated 9",,113,0.548,0.769,0.12634,0.01,,1,1,0,2006,2006
Crohn Disease,C0010346,WG,474168,,Wegener granulomatosis,,61,0.595,0.808,,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,NELL1,4745,Q92832,neural EGFL like 1,Calcium-binding protein,122,0.539,0.731,8.67E-12,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,NEU1,4758,Q99519,neuraminidase 1,Enzyme,207,0.513,0.769,0.000073441,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,NF1,4763,P21359,neurofibromin 1,Enzyme modulator,380,0.44,0.885,0.90175,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,NFATC2,4773,Q13469,nuclear factor of activated T cells 2,Transcription factor,154,0.525,0.731,0.99995,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,NFE2L2,4780,Q16236,"nuclear factor, erythroid 2 like 2",Enzyme,823,0.357,0.885,0.0035719,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,NFIL3,4783,Q16649,"nuclear factor, interleukin 3 regulated",Transcription factor,54,0.633,0.615,0.81979,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,NFKBIL1,4795,Q9UBC1,NFKB inhibitor like 1,,41,0.653,0.615,0.025515,0.01,,1,1,0,2006,2006
Crohn Disease,C0010346,NGF,4803,P01138,nerve growth factor,Signaling,616,0.391,0.885,0.82026,0.01,,1,1,0,2000,2000
Crohn Disease,C0010346,NHS,4810,Q6T4R5,NHS actin remodeling regulator,,295,0.466,0.846,0.99999,0.01,,1,1,0,2020,2020
Crohn Disease,C0010346,NM,4827,,neutrophil migration,,250,0.473,0.808,,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,NPY,4852,P01303,neuropeptide Y,Signaling,381,0.447,0.846,0.14294,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,NPR1,4881,P16066,natriuretic peptide receptor 1,Kinase,81,0.608,0.654,0.00029303,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,NPR3,4883,P17342,natriuretic peptide receptor 3,,83,0.633,0.615,0.00001006,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,NSF,4905,P46459,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",Enzyme,40,0.659,0.577,0.018338,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,NTF3,4908,P20783,neurotrophin 3,Signaling,170,0.519,0.808,0.93201,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,RBMXL1,494115,Q96E39,RBMX like 1,,10,0.805,0.308,0.029284,0.01,,1,1,0,2019,2019
