Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADAMTS5,11096,Q9UNA0,ADAM metallopeptidase with thrombospondin type 1 motif 5,Enzyme,85,0.597,0.654,8.0325E-07,0.04,,1,4,0,2013,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CHRM3,1131,P20309,cholinergic receptor muscarinic 3,G-protein coupled receptor,284,0.464,0.885,0.99253,0.04,,1,4,0,2018,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TADA1,117143,Q96BN2,transcriptional adaptor 1,,23,0.705,0.654,0.090708,0.04,,0.75,4,0,2009,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,CSN2,1447,P05814,casein beta,Storage,49,0.641,0.538,7.1828E-06,0.04,,1,4,0,1998,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DBP,1628,Q10586,D-box binding PAR bZIP transcription factor,Nucleic acid binding,105,0.556,0.731,0.23376,0.04,,1,4,0,1999,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,EGF,1950,P01133,epidermal growth factor,,774,0.357,0.923,8.5294E-17,0.04,,1,4,0,2000,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FN1,2335,P02751,fibronectin 1,Signaling,724,0.365,0.962,0.0014045,0.04,,1,4,0,2004,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HAVCR1,26762,Q96D42,hepatitis A virus cellular receptor 1,,217,0.489,0.885,8.5105E-07,0.04,,1,4,0,2015,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,FOXD3,27022,Q9UJU5,forkhead box D3,Transcription factor,78,0.587,0.692,0.58216,0.04,,1,4,0,2014,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GCLC,2729,P48506,glutamate-cysteine ligase catalytic subunit,Enzyme,198,0.509,0.885,0.42718,0.04,,1,4,1,2007,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GLO1,2739,Q04760,glyoxalase I,,137,0.537,0.769,9.6718E-07,0.04,,0.75,4,1,1980,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GSTM1,2944,P09488,glutathione S-transferase mu 1,,627,0.38,0.923,0.0020641,0.04,,0.75,4,0,2005,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,GZMB,3002,P10144,granzyme B,Enzyme,290,0.453,0.808,3.6674E-14,0.04,,1,4,0,2005,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HBA1,3039,P69905,hemoglobin subunit alpha 1,,200,0.508,0.808,0.0067313,0.04,,0.5,4,0,1991,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-DRB3,3125,P79483,"major histocompatibility complex, class II, DR beta 3",Immune response,85,0.57,0.885,,0.04,,0.75,4,0,2000,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-DRB4,3126,P13762,"major histocompatibility complex, class II, DR beta 4",Immune response,87,0.565,0.846,,0.04,,1,4,0,2014,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-DRB5,3127,Q30154,"major histocompatibility complex, class II, DR beta 5",Immune response,62,0.608,0.731,3.6359E-07,0.04,,1,4,0,1978,1981
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-G,3135,P17693,"major histocompatibility complex, class I, G",,279,0.461,0.769,1.365E-11,0.04,,1,4,1,2009,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,HMGB1,3146,P09429,high mobility group box 1,Nucleic acid binding,724,0.368,0.923,0.82035,0.04,,1,4,0,2012,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,APCS,325,P02743,"amyloid P component, serum",,141,0.531,0.808,0.031714,0.04,,1,4,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,HSPA5,3309,P11021,heat shock protein family A (Hsp70) member 5,,350,0.434,0.885,0.77341,0.04,,1,4,0,2012,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IDDM3,3402,,insulin dependent diabetes mellitus 3,,5,0.861,0.154,,0.04,,1,4,0,1994,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,IDDM6,3405,,insulin dependent diabetes mellitus 6,,3,0.931,0.115,,0.04,,1,4,0,1997,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,FAS,355,P25445,Fas cell surface death receptor,,754,0.372,0.923,0.8117,0.04,,1,4,0,1999,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL2RB,3560,P14784,interleukin 2 receptor subunit beta,Receptor,226,0.491,0.846,0.29095,0.04,,1,4,0,2011,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL12A,3592,P29459,interleukin 12A,,261,0.491,0.808,0.04746,0.04,,1,4,0,1999,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,TNFRSF9,3604,Q07011,TNF receptor superfamily member 9,,177,0.502,0.769,0.32153,0.04,,1,4,0,2005,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRS1,3667,P35568,insulin receptor substrate 1,,233,0.488,0.769,0.023645,0.04,,0.75,4,1,2003,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,LAD1,3898,O00515,ladinin 1,Cellular structure,87,0.584,0.731,1.7834E-14,0.04,,1,4,0,2003,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,LCK,3932,P06239,"LCK proto-oncogene, Src family tyrosine kinase",Kinase,103,0.564,0.769,0.99926,0.04,,0.75,4,1,2000,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR146A,406938,,microRNA 146a,,505,0.398,0.885,,0.04,,1,4,1,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR155,406947,,microRNA 155,,584,0.384,0.885,,0.04,,1,4,1,2011,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR21,406991,,microRNA 21,,726,0.363,0.846,,0.04,,1,4,0,2016,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR222,407007,,microRNA 222,,210,0.486,0.808,,0.04,,1,4,0,2015,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR34A,407040,,microRNA 34a,,428,0.421,0.846,,0.04,,1,4,0,2015,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAFD2,4096,,major affective disorder 2,,46,0.641,0.731,,0.04,,1,4,0,2017,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,MTHFR,4524,P42898,methylenetetrahydrofolate reductase,,985,0.337,0.885,3.2068E-10,0.04,,0.75,4,2,1999,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,WG,474168,,Wegener granulomatosis,,61,0.595,0.808,,0.04,,1,4,0,2009,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,NFKB1,4790,P19838,nuclear factor kappa B subunit 1,Transcription factor,551,0.396,0.923,1,0.04,,0.75,4,0,2001,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPY,4852,P01303,neuropeptide Y,Signaling,381,0.447,0.846,0.14294,0.04,,1,4,1,2007,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MBL3P,50639,,"mannose-binding lectin family member 3, pseudogene",,152,0.518,0.769,,0.04,,0.5,4,0,2008,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC25A3,5250,Q00325,solute carrier family 25 member 3,Transporter,112,0.566,0.692,0.074834,0.04,,1,4,0,1996,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,PTPRC,5788,P08575,protein tyrosine phosphatase receptor type C,Enzyme,366,0.435,0.808,1,0.04,,0.75,4,0,2002,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACE2,59272,Q9BYF1,angiotensin I converting enzyme 2,Enzyme,253,0.477,0.769,0.99769,0.04,,0.75,4,1,2010,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACTB,60,P60709,actin beta,Cellular structure,1110,0.325,0.923,0.98564,0.04,,1,4,0,2002,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SELE,6401,P16581,selectin E,,327,0.447,0.808,7.9058E-10,0.04,,1,4,0,2009,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC14A1,6563,Q13336,solute carrier family 14 member 1 (Kidd blood group),Transporter,34,0.678,0.538,5.7661E-14,0.04,,0.5,4,0,1982,1997
"Diabetes Mellitus, Insulin-Dependent",C0011854,SNCA,6622,P37840,synuclein alpha,Transporter,449,0.427,0.885,0.8829,0.04,,1,4,0,2003,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SPP1,6696,P10451,secreted phosphoprotein 1,,824,0.353,0.885,0.000002146,0.04,,1,4,0,2009,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,THY1,7070,P04216,Thy-1 cell surface antigen,,197,0.496,0.808,0.049895,0.04,,1,4,0,1991,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TNFRSF1A,7132,P19438,TNF receptor superfamily member 1A,,487,0.409,0.923,0.9949,0.04,,1,4,0,1994,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TNFRSF1B,7133,P20333,TNF receptor superfamily member 1B,,417,0.425,0.885,0.50201,0.04,,1,4,0,1997,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRPC6,7225,Q9Y210,transient receptor potential cation channel subfamily C member 6,Ion channel,166,0.514,0.692,3.0274E-07,0.04,,1,4,0,2018,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TXN,7295,P10599,thioredoxin,,338,0.447,0.885,0.20119,0.04,,1,4,0,2008,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,VTCN1,79679,Q7Z7D3,V-set domain containing T cell activation inhibitor 1,Enzyme modulator,139,0.529,0.692,1.3669E-12,0.04,,0.75,4,0,2012,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,SOCS1,8651,O15524,suppressor of cytokine signaling 1,Enzyme modulator,315,0.445,0.808,0.58544,0.04,,1,4,1,2003,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,PDLIM7,9260,Q9NR12,PDZ and LIM domain 7,Cellular structure,241,0.474,0.808,0.70838,0.04,,1,4,0,1994,1997
"Diabetes Mellitus, Insulin-Dependent",C0011854,CD80,941,P33681,CD80 molecule,,233,0.475,0.769,0.010898,0.04,,1,4,0,1996,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,RAPGEF5,9771,Q92565,Rap guanine nucleotide exchange factor 5,Enzyme modulator,151,0.524,0.769,0.98099,0.04,,1,4,0,2003,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,C4B_2,100293534,P0C0L4;P0C0L5,"complement component 4B (Chido blood group), copy 2",,31,0.67,0.731,,0.03,,1,3,0,1984,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,RPL17-C18orf32,100526842,,RPL17-C18orf32 readthrough,,93,0.572,0.615,0.57502,0.03,,1,3,0,2003,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,LOC102723407,102723407,,immunoglobulin heavy variable 4-38-2-like,,159,0.514,0.769,,0.03,,1,3,0,1996,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRSS16,10279,Q9NQE7,serine protease 16,Enzyme,12,0.792,0.346,4.0615E-07,0.03,,1,3,0,2002,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,PERCC1,105371045,A0A1W2PR82,proline and glutamate rich with coiled coil 1,,128,0.552,0.808,,0.03,,1,3,0,2013,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MTCO2P12,107075310,,MT-CO2 pseudogene 12,,703,0.368,0.962,,0.03,,1,3,0,1999,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTSC,1075,P53634,cathepsin C,Enzyme,139,0.541,0.731,1.1451E-07,0.03,,1,3,0,2017,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HPSE,10855,Q9Y251,heparanase,Enzyme,393,0.425,0.808,2.266E-14,0.03,,1,3,0,2012,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CHGA,1113,P10645,chromogranin A,,218,0.49,0.808,0.030369,0.03,,1,3,0,2014,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FCRL3,115352,Q96P31,Fc receptor like 3,Cell adhesion,62,0.612,0.769,5.9739E-21,0.03,,1,3,1,2007,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CISH,1154,Q9NSE2,cytokine inducible SH2 containing protein,Enzyme modulator,195,0.5,0.808,0.00053852,0.03,,0.667,3,0,2005,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,COL9A3,1299,Q14050,collagen type IX alpha 3 chain,,125,0.569,0.769,3.278E-12,0.03,,0.667,3,1,2011,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADM,133,P35318,adrenomedullin,Signaling,405,0.436,0.808,0.040831,0.03,,1,3,0,1999,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,CAPSL,133690,Q8WWF8,calcyphosine like,,2,0.931,0.154,2.8442E-07,0.03,,0.667,3,1,2008,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,CPE,1363,P16870,carboxypeptidase E,,101,0.584,0.692,0.99233,0.03,,1,3,0,1995,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CREM,1390,Q03060,cAMP responsive element modulator,,100,0.575,0.692,0.50878,0.03,,0.667,3,2,2007,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CST3,1471,P01034,cystatin C,,370,0.436,0.808,0.0039011,0.03,,1,3,0,2015,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DPYD,1806,Q12882,dihydropyrimidine dehydrogenase,Enzyme,249,0.493,0.846,3.3686E-22,0.03,,1,3,0,2007,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,EDNRA,1909,P25101,endothelin receptor type A,G-protein coupled receptor,427,0.426,0.885,0.99158,0.03,,1,3,0,2006,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,AHSG,197,P02765,alpha 2-HS glycoprotein,Enzyme modulator,204,0.506,0.846,3.209E-10,0.03,,0.667,3,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CELA1,1990,Q9UNI1,chymotrypsin like elastase 1,Enzyme,31,0.7,0.385,0.00023937,0.03,,1,3,0,2018,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,FCGR3B,2215,O75015,Fc fragment of IgG receptor IIIb,Cell adhesion,291,0.452,0.962,3.0294E-07,0.03,,1,3,0,2015,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,DKK1,22943,O94907,dickkopf WNT signaling pathway inhibitor 1,,372,0.439,0.885,0.17423,0.03,,1,3,0,2017,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,FOXM1,2305,Q08050,forkhead box M1,,323,0.441,0.769,0.0007414,0.03,,1,3,0,1995,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,TAB2,23118,Q9NYJ8,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,,72,0.617,0.654,0.99998,0.03,,1,3,1,2004,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,FOS,2353,P01100,"Fos proto-oncogene, AP-1 transcription factor subunit",Transcription factor,528,0.411,0.885,0.26176,0.03,,1,3,0,1994,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ALOX15,246,P16050,arachidonate 15-lipoxygenase,Enzyme,205,0.502,0.846,1.1397E-23,0.03,,1,3,0,2013,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,MTOR,2475,P42345,mechanistic target of rapamycin kinase,Kinase,960,0.343,0.885,1,0.03,,1,3,0,2018,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TPGS2,25941,Q68CL5,tubulin polyglutamylase complex subunit 2,,5,0.931,0.115,0.00014656,0.03,,1,3,0,1999,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRPF31,26121,Q8WWY3,pre-mRNA processing factor 31,Nucleic acid binding,150,0.531,0.731,0.98313,0.03,,1,3,0,2015,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AMD1,262,P17707,adenosylmethionine decarboxylase 1,Enzyme,84,0.593,0.577,0.98227,0.03,,1,3,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AMD1P2,263,,adenosylmethionine decarboxylase 1 pseudogene 2,,71,0.608,0.538,,0.03,,1,3,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CBLIF,2694,P27352,cobalamin binding intrinsic factor,,185,0.507,0.808,0.00024911,0.03,,1,3,0,2017,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACAD8,27034,Q9UKU7,acyl-CoA dehydrogenase family member 8,Enzyme,203,0.506,0.885,5.6389E-14,0.03,,1,3,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPT,2875,P24298,glutamic--pyruvic transaminase,Enzyme,511,0.403,0.923,3.5945E-19,0.03,,0.667,3,0,2013,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPX4,2879,P36969,glutathione peroxidase 4,Enzyme,201,0.516,0.808,0.000047865,0.03,,1,3,1,2013,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANPEP,290,P15144,"alanyl aminopeptidase, membrane",Enzyme,280,0.462,0.769,3.7492E-09,0.03,,1,3,0,2013,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,TBX21,30009,Q9UL17,T-box transcription factor 21,Transcription factor,124,0.541,0.808,0.99636,0.03,,1,3,0,2004,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANXA1,301,P04083,annexin A1,,336,0.442,0.885,1.2009E-07,0.03,,1,3,0,1999,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,HGF,3082,P14210,hepatocyte growth factor,Enzyme,671,0.374,0.885,0.99947,0.03,,1,3,0,2003,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HMOX1,3162,P09601,heme oxygenase 1,,666,0.381,0.923,0.0096817,0.03,,0.667,3,0,2001,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,APC,324,P25054,APC regulator of WNT signaling pathway,,703,0.373,0.962,1,0.03,,1,3,0,2010,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HRAS,3265,P01112,"HRas proto-oncogene, GTPase",Enzyme modulator,698,0.378,0.885,0.079774,0.03,,0.667,3,0,1986,1999
"Diabetes Mellitus, Insulin-Dependent",C0011854,HSPA1A,3303,P0DMV8;P0DMV9,heat shock protein family A (Hsp70) member 1A,,229,0.486,0.769,0.030228,0.03,,1,3,0,1993,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IDDM11,3410,,insulin dependent diabetes mellitus 11,,3,0.931,0.115,,0.03,,0.667,3,0,1996,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,IDDM15,3414,,insulin dependent diabetes mellitus 15,,1,1,0.115,,0.03,,0.667,3,0,2000,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,IFNA2,3440,P01563,interferon alpha 2,,355,0.442,0.885,,0.03,,1,3,0,2006,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGFBP1,3484,P08833,insulin like growth factor binding protein 1,Enzyme modulator,191,0.502,0.808,0.00094677,0.03,,1,3,0,2018,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGFBP3,3486,P17936,insulin like growth factor binding protein 3,Enzyme modulator,350,0.439,0.808,0.91029,0.03,,1,3,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGHG3,3502,P01860,immunoglobulin heavy constant gamma 3 (G3m marker),,161,0.513,0.769,,0.03,,1,3,0,2003,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,APP,351,P05067,amyloid beta precursor protein,Enzyme modulator,485,0.422,0.846,0.046544,0.03,,1,3,0,2010,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL9,3578,P15248,interleukin 9,,291,0.461,0.846,8.1087E-07,0.03,,1,3,0,2002,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,IDO1,3620,P14902,"indoleamine 2,3-dioxygenase 1",,295,0.454,0.846,3.3013E-06,0.03,,1,3,0,2016,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRF1,3659,P10914,interferon regulatory factor 1,Transcription factor,257,0.468,0.769,0.9909,0.03,,0.667,3,0,1997,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRF5,3663,Q13568,interferon regulatory factor 5,Transcription factor,226,0.489,0.731,0.0090365,0.03,,1,3,0,2007,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRF7,3665,Q92985,interferon regulatory factor 7,Transcription factor,121,0.547,0.846,4.4508E-15,0.03,,1,3,0,2010,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIR2DL2,3803,P43627,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2",Receptor,65,0.612,0.654,,0.03,,1,3,0,2008,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,LPL,4023,P06858,lipoprotein lipase,Enzyme,290,0.474,0.808,1.2712E-09,0.03,,1,3,0,2002,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,LRP5,4041,O75197,LDL receptor related protein 5,,283,0.485,0.846,0.50992,0.03,,0.667,3,0,1998,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR125A,406910,,microRNA 125a,,225,0.48,0.769,,0.03,,1,3,1,2016,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR126,406913,,microRNA 126,,305,0.447,0.846,,0.03,,1,3,0,2014,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR15A,406948,,microRNA 15a,,221,0.482,0.808,,0.03,,0.667,3,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CIITA,4261,P33076,class II major histocompatibility complex transactivator,,149,0.536,0.808,1.3618E-07,0.03,,1,3,2,2000,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,MPO,4353,P05164,myeloperoxidase,Enzyme,653,0.377,0.923,7.105E-15,0.03,,0.667,3,0,2012,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,NHS,4810,Q6T4R5,NHS actin remodeling regulator,,295,0.466,0.846,0.99999,0.03,,1,3,0,2017,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SERPINE1,5054,P05121,serpin family E member 1,Enzyme modulator,770,0.359,0.885,0.043609,0.03,,0.667,3,0,2007,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,HSPA14,51182,Q0VDF9,heat shock protein family A (Hsp70) member 14,,178,0.502,0.769,0.67359,0.03,,1,3,0,1998,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17D,53342,Q8TAD2,interleukin 17D,,259,0.464,0.808,0.19796,0.03,,0.667,3,0,2012,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLXNA2,5362,O75051,plexin A2,,307,0.447,0.808,1.0768E-06,0.03,,1,3,0,2018,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,PML,5371,P29590,promyelocytic leukemia,,274,0.477,0.846,0.21291,0.03,,1,3,0,2018,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAPK1,5594,P28482,mitogen-activated protein kinase 1,Kinase,1059,0.33,0.923,0.99698,0.03,,1,3,0,2002,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,MYDGF,56005,Q969H8,myeloid derived growth factor,,295,0.451,0.846,3.4923E-06,0.03,,0.667,3,0,2012,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,RETN,56729,Q9HD89,resistin,,302,0.454,0.808,0.036545,0.03,,0.333,3,0,2017,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ARNTL2,56938,Q8WYA1,aryl hydrocarbon receptor nuclear translocator like 2,Transcription factor,41,0.644,0.654,6.0435E-10,0.03,,1,3,0,2015,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PTH,5741,P01270,parathyroid hormone,,528,0.397,0.846,0.012093,0.03,,1,3,0,2012,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,RPL17,6139,P18621,ribosomal protein L17,,104,0.559,0.731,0.92412,0.03,,1,3,0,2003,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,BDNF,627,P23560,brain derived neurotrophic factor,Signaling,992,0.345,0.923,0.65626,0.03,,1,3,0,2010,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,S100B,6285,P04271,S100 calcium binding protein B,Calcium-binding protein,599,0.383,0.923,0.04387,0.03,,1,3,0,2018,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CXCR5,643,P32302,C-X-C motif chemokine receptor 5,G-protein coupled receptor,146,0.524,0.769,0.72861,0.03,,1,3,0,2017,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,SHBG,6462,P04278,sex hormone binding globulin,,368,0.438,0.808,1.2538E-06,0.03,,1,3,0,2017,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,BMP2,650,P12643,bone morphogenetic protein 2,Signaling,428,0.432,0.846,0.98799,0.03,,1,3,0,2012,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,STAT5A,6776,P42229,signal transducer and activator of transcription 5A,Nucleic acid binding,318,0.445,0.808,0.99994,0.03,,1,3,0,2013,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,STAT5B,6777,P51692,signal transducer and activator of transcription 5B,Nucleic acid binding,357,0.442,0.808,0.99988,0.03,,1,3,0,2013,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,BTF3P11,690,,basic transcription factor 3 pseudogene 11,,154,0.519,0.731,,0.03,,1,3,0,2014,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,TBP,6908,P20226,TATA-box binding protein,Transcription factor,158,0.552,0.846,0.015031,0.03,,1,3,1,2004,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,HNF1B,6928,P35680,HNF1 homeobox B,Nucleic acid binding,279,0.473,0.808,0.99976,0.03,,1,3,0,2011,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRB,6957,P0DSE2,T cell receptor beta locus,,49,0.636,0.538,,0.03,,1,3,0,1991,1999
